ts,current,voltage,shunt_voltage
1716842213.791273,38.0,5.084,3.8000000000000003
1716842213.793314,38.0,5.084,3.8000000000000003
1716842213.794595,38.0,5.084,3.8000000000000003
1716842213.795852,38.0,5.084,3.81
1716842213.797108,38.09756097560975,5.084,3.84
1716842213.79837,38.09756097560975,5.084,3.81
1716842213.799626,38.0,5.084,3.8000000000000003
1716842213.80088,38.0,5.08,3.8000000000000003
1716842213.802188,38.0,5.084,3.84
1716842213.803448,38.40243902439024,5.084,3.8000000000000003
1716842213.804706,38.0,5.084,3.8000000000000003
1716842213.805964,38.0,5.084,3.8000000000000003
1716842213.807215,38.0,5.084,3.8000000000000003
1716842213.808467,38.0,5.084,3.8000000000000003
1716842213.809725,38.0,5.084,3.8000000000000003
1716842213.810981,38.0,5.084,3.8000000000000003
1716842213.812257,38.0,5.084,3.83
1716842213.813523,38.0,5.084,3.8000000000000003
1716842213.81478,38.0,5.084,3.8000000000000003
1716842213.816039,38.0,5.084,3.81
1716842213.817299,38.09756097560975,5.08,3.8000000000000003
1716842213.81856,38.0,5.084,3.8000000000000003
1716842213.81982,38.0,5.084,3.8000000000000003
1716842213.821075,38.0,5.084,3.8000000000000003
1716842213.822373,38.0,5.084,3.8000000000000003
1716842213.823671,38.0,5.088,3.8000000000000003
1716842213.824936,38.0,5.084,3.8000000000000003
1716842213.826197,38.0,5.084,3.81
1716842213.827457,38.09756097560975,5.088,3.83
1716842213.828717,38.0,5.084,3.8000000000000003
1716842213.829974,38.0,5.084,3.8000000000000003
1716842213.831232,38.0,5.084,3.8000000000000003
1716842213.832502,38.0,5.084,3.8000000000000003
1716842213.83377,38.0,5.084,3.81
1716842213.835026,38.09756097560975,5.084,3.81
1716842213.836286,38.0,5.084,3.8000000000000003
1716842213.837542,38.40243902439024,5.084,3.84
1716842213.838808,38.09756097560975,5.088,3.81
1716842213.84007,38.09756097560975,5.084,3.8000000000000003
1716842213.841331,38.0,5.088,3.8000000000000003
1716842213.842625,38.0,5.088,3.84
1716842213.84388,38.0,5.084,3.8000000000000003
1716842213.845133,38.0,5.084,3.8000000000000003
1716842213.846386,38.0,5.084,3.8000000000000003
1716842213.847739,38.0,5.08,3.8000000000000003
1716842213.849095,38.0,5.084,3.8000000000000003
1716842213.85045,38.0,5.084,3.8000000000000003
1716842213.851811,38.0,5.084,3.84
1716842213.853167,38.40243902439024,5.084,3.8000000000000003
1716842213.855386,38.0,5.084,3.8200000000000003
1716842213.856781,38.09756097560975,5.084,3.81
1716842213.858139,38.40243902439024,5.084,3.85
1716842213.859498,38.5,5.084,3.81
1716842213.860856,38.09756097560975,5.084,3.81
1716842213.86226,38.0,5.084,3.8000000000000003
1716842213.863623,38.0,5.08,3.8000000000000003
1716842213.864979,38.0,5.084,3.8000000000000003
1716842213.866339,38.0,5.084,3.81
1716842213.867696,38.40243902439024,5.084,3.84
1716842213.869061,38.0,5.084,3.8000000000000003
1716842213.870416,38.0,5.084,3.81
1716842213.871786,38.09756097560975,5.088,3.81
1716842213.873148,38.19512195121951,5.084,3.8200000000000003
1716842213.87451,38.19512195121951,5.084,3.81
1716842213.875869,38.09756097560975,5.084,3.8000000000000003
1716842213.877228,38.0,5.084,3.87
1716842213.878585,38.19512195121951,5.084,3.8200000000000003
1716842213.879941,38.5,5.084,3.81
1716842213.881297,38.09756097560975,5.084,3.8000000000000003
1716842213.882713,38.0,5.084,3.8000000000000003
1716842213.88408,38.0,5.084,3.8000000000000003
1716842213.885437,38.0,5.084,3.8000000000000003
1716842213.886798,38.0,5.088,3.8200000000000003
1716842213.888156,38.09756097560975,5.088,3.81
1716842213.889518,38.0,5.088,3.81
1716842213.89088,38.09756097560975,5.088,3.8200000000000003
1716842213.892279,38.19512195121951,5.084,3.86
1716842213.893647,38.09756097560975,5.084,3.81
1716842213.895006,38.09756097560975,5.084,3.81
1716842213.896367,38.09756097560975,5.084,3.8200000000000003
1716842213.897728,38.19512195121951,5.084,3.8000000000000003
1716842213.899101,38.19512195121951,5.084,3.8200000000000003
1716842213.900467,38.5,5.088,3.81
1716842213.901833,38.09756097560975,5.088,3.85
1716842213.9032,38.5,5.084,3.8000000000000003
1716842213.904559,38.0,5.088,3.8000000000000003
1716842213.905917,38.0,5.088,3.81
1716842213.907272,38.09756097560975,5.088,3.83
1716842213.908632,38.292682926829265,5.092,3.81
1716842213.90999,38.0,5.088,3.8000000000000003
1716842213.911345,38.0,5.092,3.81
1716842213.912741,38.09756097560975,5.088,3.8200000000000003
1716842213.914105,38.292682926829265,5.084,3.83
1716842213.915462,38.19512195121951,5.088,3.81
1716842213.916823,38.09756097560975,5.088,3.85
1716842213.918185,38.5,5.088,3.8200000000000003
1716842213.919542,38.19512195121951,5.088,3.85
1716842213.9218,38.09756097560975,5.088,3.81
1716842213.923239,38.0,5.088,3.8000000000000003
1716842213.924598,38.0,5.092,3.8000000000000003
1716842213.925951,38.0,5.088,3.8000000000000003
1716842213.927302,38.09756097560975,5.088,3.81
1716842213.928663,38.09756097560975,5.092,3.8000000000000003
1716842213.930025,38.0,5.092,3.81
1716842213.931382,38.09756097560975,5.088,3.81
1716842213.932788,38.59756097560975,5.092,3.83
1716842213.934147,38.292682926829265,5.088,3.81
1716842213.935512,38.09756097560975,5.088,3.81
1716842213.936877,38.40243902439024,5.088,3.84
1716842213.938237,38.09756097560975,5.092,3.81
1716842213.939598,38.09756097560975,5.096,3.83
1716842213.940964,38.292682926829265,5.088,3.83
1716842213.942344,38.5,5.092,3.85
1716842213.943711,38.09756097560975,5.092,3.8000000000000003
1716842213.945073,38.0,5.088,3.8000000000000003
1716842213.946431,38.0,5.092,3.8000000000000003
1716842213.947784,38.5,5.092,3.85
1716842213.949129,38.19512195121951,5.092,3.83
1716842213.950389,38.292682926829265,5.092,3.8200000000000003
1716842213.951687,38.19512195121951,5.092,3.81
1716842213.952991,38.09756097560975,5.096,3.81
1716842213.954297,38.09756097560975,5.092,3.81
1716842213.955635,38.09756097560975,5.092,3.81
1716842213.956903,38.09756097560975,5.092,3.85
1716842213.958167,38.5,5.092,3.81
1716842213.959424,38.09756097560975,5.092,3.8200000000000003
1716842213.960688,38.5,5.092,3.85
1716842213.961993,38.09756097560975,5.096,3.81
1716842213.96326,38.09756097560975,5.096,3.81
1716842213.964522,38.09756097560975,5.096,3.8200000000000003
1716842213.965778,38.19512195121951,5.096,3.8000000000000003
1716842213.96704,38.0,5.096,3.81
1716842213.968295,38.09756097560975,5.092,3.81
1716842213.969557,38.09756097560975,5.096,3.81
1716842213.970818,38.09756097560975,5.096,3.81
1716842213.972091,38.09756097560975,5.096,3.85
1716842213.973395,38.5,5.096,3.81
1716842213.974663,38.09756097560975,5.096,3.81
1716842213.975929,38.09756097560975,5.1,3.81
1716842213.97719,38.292682926829265,5.092,3.83
1716842213.978451,38.09756097560975,5.096,3.81
1716842213.979709,38.09756097560975,5.096,3.84
1716842213.980969,38.40243902439024,5.096,3.83
1716842213.982245,38.292682926829265,5.096,3.84
1716842213.983511,38.09756097560975,5.092,3.81
1716842213.984777,38.0,5.096,3.8000000000000003
1716842213.98682,38.09756097560975,5.096,3.81
1716842213.9881,38.09756097560975,5.1,3.8000000000000003
1716842213.989356,38.0,5.096,3.81
1716842213.99061,38.09756097560975,5.096,3.81
1716842213.991914,38.09756097560975,5.096,3.81
1716842213.993185,38.09756097560975,5.1,3.81
1716842213.994448,38.09756097560975,5.1,3.81
1716842213.995709,38.09756097560975,5.096,3.8200000000000003
1716842213.996968,38.19512195121951,5.1,3.84
1716842213.998229,38.40243902439024,5.096,3.8200000000000003
1716842213.999489,38.19512195121951,5.096,3.8200000000000003
1716842214.000751,38.69512195121951,5.096,3.87
1716842214.002023,38.09756097560975,5.1,3.81
1716842214.003288,38.19512195121951,5.096,3.81
1716842214.00455,38.09756097560975,5.1,3.8000000000000003
1716842214.005811,38.0,5.096,3.81
1716842214.007068,38.09756097560975,5.1,3.85
1716842214.008332,38.0,5.1,3.8000000000000003
1716842214.009592,38.09756097560975,5.1,3.81
1716842214.010848,38.09756097560975,5.1,3.81
1716842214.012143,38.09756097560975,5.096,3.85
1716842214.013414,38.5,5.096,3.8000000000000003
1716842214.014678,38.0,5.1,3.81
1716842214.015938,38.09756097560975,5.1,3.81
1716842214.017204,38.292682926829265,5.1,3.83
1716842214.018467,38.09756097560975,5.1,3.8200000000000003
1716842214.019727,38.19512195121951,5.1,3.84
1716842214.020989,38.40243902439024,5.1,3.81
1716842214.02226,38.09756097560975,5.1,3.85
1716842214.023524,38.09756097560975,5.1,3.81
1716842214.024786,38.0,5.1,3.8000000000000003
1716842214.026045,38.09756097560975,5.104,3.8000000000000003
1716842214.027315,38.0,5.1,3.81
1716842214.028575,38.09756097560975,5.1,3.8000000000000003
1716842214.029842,38.0,5.1,3.8000000000000003
1716842214.031099,38.09756097560975,5.1,3.81
1716842214.032401,38.0,5.1,3.8000000000000003
1716842214.033655,38.09756097560975,5.1,3.81
1716842214.034918,38.09756097560975,5.096,3.81
1716842214.03618,38.09756097560975,5.1,3.8200000000000003
1716842214.037445,38.19512195121951,5.1,3.85
1716842214.038706,38.19512195121951,5.1,3.8200000000000003
1716842214.039966,38.19512195121951,5.1,3.8200000000000003
1716842214.041227,38.69512195121951,5.104,3.81
1716842214.0425,38.09756097560975,5.1,3.81
1716842214.043763,38.09756097560975,5.1,3.81
1716842214.045024,38.09756097560975,5.1,3.81
1716842214.046284,38.0,5.1,3.84
1716842214.048316,38.09756097560975,5.096,3.81
1716842214.049607,38.09756097560975,5.1,3.81
1716842214.050868,38.0,5.1,3.81
1716842214.052165,38.09756097560975,5.1,3.84
1716842214.053427,38.40243902439024,5.1,3.81
1716842214.05469,38.09756097560975,5.104,3.81
1716842214.055951,38.09756097560975,5.1,3.81
1716842214.057216,38.19512195121951,5.1,3.8200000000000003
1716842214.058482,38.09756097560975,5.1,3.81
1716842214.059735,38.09756097560975,5.096,3.8200000000000003
1716842214.060992,38.19512195121951,5.096,3.85
1716842214.062266,38.5,5.096,3.85
1716842214.06353,38.40243902439024,5.096,3.84
1716842214.064797,38.09756097560975,5.1,3.81
1716842214.066062,38.0,5.1,3.8000000000000003
1716842214.067328,38.0,5.096,3.8000000000000003
1716842214.068592,38.0,5.096,3.8000000000000003
1716842214.069853,38.0,5.1,3.8000000000000003
1716842214.071109,38.0,5.1,3.8000000000000003
1716842214.072411,38.0,5.1,3.8000000000000003
1716842214.073671,38.0,5.1,3.81
1716842214.074927,38.09756097560975,5.1,3.81
1716842214.07619,38.09756097560975,5.096,3.83
1716842214.077456,38.292682926829265,5.096,3.84
1716842214.078719,38.09756097560975,5.096,3.81
1716842214.079979,38.09756097560975,5.096,3.81
1716842214.081243,38.40243902439024,5.096,3.84
1716842214.082516,38.40243902439024,5.092,3.81
1716842214.083779,38.09756097560975,5.096,3.81
1716842214.085039,38.09756097560975,5.096,3.8000000000000003
1716842214.086303,38.0,5.096,3.8000000000000003
1716842214.087565,38.292682926829265,5.096,3.83
1716842214.088832,38.09756097560975,5.1,3.8000000000000003
1716842214.090094,38.0,5.096,3.8000000000000003
1716842214.091351,38.0,5.096,3.8000000000000003
1716842214.092647,38.0,5.092,3.81
1716842214.09391,38.09756097560975,5.092,3.81
1716842214.095173,38.0,5.096,3.8000000000000003
1716842214.096436,38.09756097560975,5.096,3.81
1716842214.0977,38.09756097560975,5.096,3.81
1716842214.098964,38.09756097560975,5.092,3.81
1716842214.100227,38.09756097560975,5.092,3.8200000000000003
1716842214.1015,38.5,5.096,3.85
1716842214.102757,38.5,5.092,3.85
1716842214.104014,38.09756097560975,5.092,3.8000000000000003
1716842214.105277,38.0,5.092,3.81
1716842214.106532,38.09756097560975,5.096,3.81
1716842214.107792,38.09756097560975,5.092,3.8000000000000003
1716842214.109843,38.0,5.092,3.81
1716842214.111138,38.0,5.096,3.8000000000000003
1716842214.112447,38.40243902439024,5.096,3.84
1716842214.113712,38.09756097560975,5.096,3.81
1716842214.114973,38.09756097560975,5.096,3.81
1716842214.116231,38.09756097560975,5.096,3.83
1716842214.117487,38.292682926829265,5.096,3.84
1716842214.118748,38.09756097560975,5.096,3.81
1716842214.120014,38.09756097560975,5.096,3.81
1716842214.121279,38.292682926829265,5.1,3.86
1716842214.122556,38.59756097560975,5.096,3.81
1716842214.123821,38.09756097560975,5.092,3.81
1716842214.125081,38.09756097560975,5.092,3.8000000000000003
1716842214.126346,38.0,5.092,3.8000000000000003
1716842214.127601,38.40243902439024,5.096,3.84
1716842214.128868,38.0,5.096,3.8000000000000003
1716842214.130132,38.0,5.096,3.8000000000000003
1716842214.131416,38.0,5.1,3.8000000000000003
1716842214.13269,38.0,5.1,3.8000000000000003
1716842214.13395,38.09756097560975,5.096,3.81
1716842214.135217,38.09756097560975,5.092,3.81
1716842214.136482,38.0,5.1,3.81
1716842214.137741,38.09756097560975,5.096,3.81
1716842214.139005,38.09756097560975,5.096,3.81
1716842214.140271,38.09756097560975,5.1,3.8200000000000003
